charge=0
crossvalidation_batch_index=0
db_authors=Stravs M, Schymanski E, Singer H, Department of Environmental Chemistry, Eawag and Thomaidis N, University of Athens
db_copyright=Copyright (C) 2015 Eawag, Duebendorf, Switzerland
db_entry_id=EQ368101, EQ368102, EQ368103, EQ368104, EQ368105, EQ368106, EQ368107, EQ368108, EQ368109
db_license=CC BY
db_molecule_name=Flunitrazepam 5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one
db_source=MassBank
exactmass=313.086269479
formula=C16H12FN3O3
fpt_0=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAQAAAAAAAAAAAAAAAAAAJAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAgAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABAABAAAAAAAAAAgAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAFYAAAAAAEAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACCABAAAAAACIAAAAAgAgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAAAgAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAECABQAAAAAAAAAAAAAAAAAAAAAAABAABCAAAAAAAAAAAAAAAAABAEAAgAAUABgAAAAAAAAAAAAABAAAAADABAQAAAIgAAAAAAAAAAAAAAAAAAAgQAAAAAIQEAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAElAABAgQYGJwoeHKYb2l+H1Nf4CkYAWJAAAAAAAhCBCAiARcAQAAABGECIgABwAAAUqMGCiNFERF6EggFAEywDAKhhAiMwDAAAQAYAEIETYCUIEIQAIDRCABwZAJmiCAAOFDAkgtIsACBAgJAcRAAYAoRDaIGkhAJCQMMCAwADAABMADSAAgBAABBSqSBLAQAAOlpgUSScJAUBoABYA9mIAAAAAAAAAAAAAAAAAAAAAAAAAYMAAAAhgAAAAAoAAAD4ACAAAABgRgzAYZYEGIIABUgZK5K4BBAAAQgQAURABUMk0EMFFgSMjKEAQwQwBkZAOIQGAHAABAIAABAAAAAIBAAAIAAAAAAAAAAAAAAAAABAAAAABAAAAAAAAAAAAABAAEAAAAAAAAAAAAABjAgP8IAQAAAAAIAgAEAAAAAAQAABAAAAAAAAAAAAAgAEAAAAAAAAAABBAQAAEAAABAAAAAAABAAAAAAAAAAAAAIAAAAAAAgAAAABAAIgAAAgACAAAAAAAAAAAAgAAEEABAAAAAASFAACBIAAAIAAAAAAAACgAAABAAAAAAgAAAAAMAAAAAAAAAAIAgAAIAAAAAAAQAgAEAAAAAAAAAAAAAAAAIAAAAAAAAAAABAAAABABAAgCAAAAAAAoAAAAAAAAAABEAAAAAAAAAAAAAAIAAEgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAJAAAAAAAAAgAAAAQAAAgAAAAAgAAAAOwAAAgAAAAEAEgAAAAAEACCAAAAADAIFICoAiABACAAUBhAKEQIGIAQIBAIQAAMDAAIIAABAAgBAAAAAAAACAADgAIgAAYAgAAUACAgAABAAIAAAAgAiaAAAAIgCAEMAiAAAAEAAAAAAKAQABAAAAApOAEBgIIAIIIABIAAAABAAAAAAIAAAAAAAAQEFUIAUAACABAABAAIAAABAAgAAEQACAACAAAAAAIAAAAAAAEAAAASAAAAAAAAAAAAAAAAEAAGAAAABwAAAAQAgICAAAACDAAAAAgAAAIIAACAAAwAAAhAAEFAAAAAAASQAAAAACABAAEAACAAAYgIBIAQAAAAAA=
fptcount=1
global_index=290
inchi=C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3
level=1
mode=1
peaks
	1,314.093545946,100.0
		ion_type=[M+H]+
		spectrum
			charge=0
			collision_energy=-1.0
			collision_record=180 (nominal)
			dbsource=MassBank
			exactmass=313.086269479
			formula=C16H12FN3O3
			inchi=C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3
			level=2
			mode=1
			precursor_ion=[M+H]+
			precursor_mz=314.0935
			peaks
				1,50.0151,4176978.2
				2,51.0229,2369526.2
				3,52.0181,535995.8
				4,52.0307,165424.6
				5,53.0022,960871.8
				6,53.0386,1924917.4
				7,54.0338,112834.9
				8,54.0464,107572.9
				9,55.0178,143436.0
				10,57.0135,4472023.0
				11,58.0287,403535.9
				12,59.0292,667154.8
				13,61.0072,1234719.0
				14,62.0151,5035078.5
				15,63.0229,20446286.0
				16,64.0182,884010.3
				17,64.0307,1722236.9
				18,65.0022,607098.5
				19,65.0386,9495335.0
				20,66.0339,154952.4
				21,66.0464,402732.6
				22,67.0416,302689.6
				23,69.0134,78845.8
				24,70.0213,831684.4
				25,74.0151,7359257.5
				26,75.0229,15612110.0
				27,76.0181,2381824.8
				28,76.0307,2460352.2
				29,77.0022,349998.1563
				30,77.0385,4092052.0
				31,78.0338,1416307.5
				32,78.0464,1229279.4
				33,79.0542,90480.7
				34,80.0495,457256.5
				35,81.0135,2686808.5
				36,81.0335,175577.1
				37,83.0291,8454386.0
				38,85.0071,554378.625
				39,86.0151,1999041.5
				40,87.0229,3947198.2
				41,88.0182,1041533.4
				42,88.0308,1097236.2
				43,89.0386,25637818.0
				44,90.0339,739589.3
				45,90.0464,2912310.2
				46,91.0416,482406.0
				47,91.0542,7794448.5
				48,92.0257,118119.1
				49,92.0495,413638.9
				50,94.0213,2067411.5
				51,94.0412,129557.2
				52,95.0291,273529.0
				53,95.0491,4168964.0
				54,96.037,2257964.2
				55,96.0443,640360.6
				56,98.0151,4729921.5
				57,99.0229,10696010.0
				58,100.018,965982.1
				59,100.0307,1421073.0
				60,101.0259,106417.9
				61,101.0387,807762.5
				62,102.0338,1464019.1
				63,102.0464,1516434.6
				64,103.0416,329109.3
				65,104.0494,625604.8
				66,105.0134,815632.8125
				67,105.0447,3134362.2
				68,106.0213,323897.0
				69,106.0652,117769.3
				70,107.0291,9171813.0
				71,108.0245,97271.6
				72,108.0369,358560.1
				73,109.0448,1523444.6
				74,110.015,762351.75
				75,111.023,1419600.0
				76,112.018,361681.4
				77,112.0312,428886.2813
				78,113.0385,4870501.0
				79,114.0339,1631587.8
				80,114.0464,505762.4
				81,115.0415,670920.2
				82,115.0542,6456370.5
				83,116.0364,92839.0
				84,116.0495,1120928.0
				85,117.0573,3209255.8
				86,118.0214,663441.4375
				87,118.0653,564793.7
				88,119.0491,427358.8
				89,120.037,5228582.5
				90,121.0322,183368.8
				91,122.0151,1994289.5
				92,122.0401,154058.1
				93,123.0229,8186320.5
				94,123.0353,493128.1
				95,124.0181,845416.6
				96,124.0307,1350296.8
				97,125.0386,6669097.5
				98,126.0464,4241801.5
				99,127.0416,794354.1
				100,127.0543,720964.2
				101,128.0494,476245.3
				102,128.062,539942.9
				103,129.0447,1275903.6
				104,130.04,1065546.1
				105,131.0292,4259444.5
				106,132.0246,155325.4
				107,132.0368,551477.1
				108,133.0448,18650090.0
				109,134.0401,456963.9
				110,137.0386,5119580.5
				111,138.0337,704570.2
				112,138.0464,1758153.9
				113,139.0542,7782245.5
				114,140.0495,2931420.2
				115,142.0418,87247.8
				116,142.0523,273075.2
				117,143.029,531796.1
				118,143.0493,1133207.0
				119,144.037,9342862.0
				120,145.0323,443433.6
				121,145.045,689354.1
				122,145.0647,183913.4
				123,146.0404,283327.8
				124,146.0527,3050333.2
				125,147.0352,143964.8
				126,148.0308,656243.5625
				127,149.0386,11306023.0
				128,150.0464,28673064.0
				129,151.0416,2208963.5
				130,151.0542,2943970.5
				131,152.0494,841353.9
				132,152.062,3741043.8
				133,153.0337,534118.5
				134,153.0447,1025308.3
				135,153.0572,701617.4
				136,154.0401,368983.0
				137,154.0653,95427.7
				138,155.0291,1423549.4
				139,155.0603,763945.4
				140,156.037,1088854.6
				141,156.057,121723.5
				142,157.0449,16157039.0
				143,158.0401,2770942.8
				144,158.0526,330429.0
				145,161.0386,3637897.0
				146,162.0342,388703.7
				147,162.0464,5488302.5
				148,163.0542,32409038.0
				149,164.0496,6103348.5
				150,164.0619,4226688.5
				151,165.0578,325140.375
				152,165.0699,5252194.5
				153,166.0414,503014.0
				154,166.0651,856249.2
				155,167.0491,3093931.8
				156,168.037,9921373.0
				157,168.0441,618297.4
				158,168.0568,1703910.9
				159,169.0448,2626102.5
				160,169.0648,6746390.5
				161,170.0527,14282303.0
				162,170.0598,958949.2
				163,171.0479,1022474.2
				164,172.0556,165240.3
				165,173.0389,469536.6
				166,173.0508,941492.0
				167,174.0464,4448063.0
				168,175.0417,9072150.0
				169,175.0542,667259.9
				170,176.0496,2642620.2
				171,176.0618,1195804.6
				172,177.0455,1456240.1
				173,177.0573,7129428.5
				174,178.0528,134479.5
				175,178.0651,1112148.6
				176,179.0294,647810.625
				177,179.0603,2718195.0
				178,179.0726,137892.1
				179,180.037,1765888.9
